county,new_pct,resale_pct,sales,average_price,month,year
Meath,45.09,54.91,275,297845.41,10,2019
Meath,40.74,59.26,243,291909.47,11,2019
Meath,38.64,61.36,308,276866.0,12,2019
Meath,25.0,75.0,144,262030.15,01,2020
Meath,32.4,67.6,179,276699.32,02,2020
Meath,37.23,62.77,188,266341.55,03,2020
Meath,37.4,62.6,131,289461.56,04,2020
Meath,21.24,78.76,113,265411.89,05,2020
Meath,44.19,55.04,129,348840.21,06,2020
Meath,44.67,55.33,150,299142.74,07,2020
Meath,39.57,60.43,139,281363.35,08,2020
Meath,30.05,69.95,183,272604.35,09,2020
Meath,41.41,58.59,256,284392.3,10,2020
Meath,36.01,63.99,286,284613.22,11,2020
Meath,40.05,59.95,397,289455.09,12,2020
Monaghan,36.36,63.64,11,181410.89,01,2010
Monaghan,75.0,25.0,16,286001.98,02,2010
Monaghan,52.0,48.0,25,147271.7,03,2010
Monaghan,30.77,69.23,13,127114.08,04,2010
Monaghan,55.0,45.0,20,156186.28,05,2010
Monaghan,28.57,71.43,28,136412.07,06,2010
Monaghan,33.33,66.67,15,105016.77,07,2010
Monaghan,36.36,63.64,11,154556.07,08,2010
Monaghan,29.41,70.59,17,144631.02,09,2010
Monaghan,21.05,78.95,19,150195.21,10,2010
Monaghan,19.05,80.95,21,145190.48,11,2010
Monaghan,40.0,60.0,25,134130.84,12,2010
Monaghan,50.0,50.0,4,160141.5,01,2011
Monaghan,21.43,78.57,14,121812.69,02,2011
Monaghan,33.33,66.67,9,169864.22,03,2011
Monaghan,70.0,30.0,10,121098.1,04,2011
Monaghan,29.41,70.59,17,113553.47,05,2011
Monaghan,27.78,72.22,18,156997.22,06,2011
Monaghan,41.67,58.33,12,141964.75,07,2011
Monaghan,0.0,100.0,4,128500.0,08,2011
Monaghan,44.44,55.56,9,125007.22,09,2011
Monaghan,38.46,61.54,13,123470.13,10,2011
Monaghan,12.5,87.5,16,113342.69,11,2011
Monaghan,21.74,78.26,23,122373.28,12,2011
Monaghan,14.29,85.71,14,107589.07,01,2012
Monaghan,7.14,92.86,14,88705.86,02,2012
Monaghan,11.11,88.89,9,83100.0,03,2012
Monaghan,25.0,75.0,4,83463.5,04,2012
Monaghan,11.76,88.24,17,102905.88,05,2012
Monaghan,38.46,61.54,13,108895.77,06,2012
Monaghan,15.79,84.21,19,122436.37,07,2012
Monaghan,7.14,92.86,14,105767.86,08,2012
Monaghan,25.0,75.0,16,105653.53,09,2012
Monaghan,23.08,76.92,13,99882.47,10,2012
Monaghan,8.7,91.3,23,106570.39,11,2012
Monaghan,15.0,85.0,20,135973.76,12,2012
Monaghan,52.0,48.0,25,81929.6,01,2013
Monaghan,6.67,93.33,15,73745.13,02,2013
Monaghan,15.0,85.0,20,94375.0,03,2013
Monaghan,16.67,83.33,12,73094.33,04,2013
Monaghan,9.09,90.91,11,70500.0,05,2013
Monaghan,35.29,64.71,17,81129.41,06,2013
Monaghan,8.33,91.67,24,87238.96,07,2013
Monaghan,14.29,85.71,14,144629.0,08,2013
Monaghan,27.27,72.73,22,104166.18,09,2013
Monaghan,40.0,60.0,25,118780.83,10,2013
Monaghan,54.55,45.45,22,73285.81,11,2013
Monaghan,30.56,69.44,36,90445.95,12,2013
Monaghan,42.86,57.14,7,111909.94,01,2014
Monaghan,29.41,70.59,17,96079.06,02,2014
Monaghan,21.74,78.26,23,105677.17,03,2014
Monaghan,38.46,61.54,26,66823.96,04,2014
Monaghan,15.0,85.0,40,60596.15,05,2014
Monaghan,33.33,66.67,33,91239.15,06,2014
Monaghan,15.62,84.38,32,100364.04,07,2014
Monaghan,5.88,94.12,17,98156.11,08,2014
Monaghan,24.0,76.0,25,109111.46,09,2014
Monaghan,20.59,79.41,34,125935.07,10,2014
Monaghan,29.03,70.97,31,150684.47,11,2014
Monaghan,12.73,87.27,55,89607.96,12,2014
Monaghan,20.0,80.0,25,91604.49,01,2015
Monaghan,20.0,80.0,20,134330.51,02,2015
Monaghan,13.89,86.11,36,108348.01,03,2015
Monaghan,5.26,94.74,19,104593.11,04,2015
Monaghan,17.14,82.86,35,97337.4,05,2015
Monaghan,5.0,95.0,20,123450.0,06,2015
Monaghan,14.81,85.19,27,113868.13,07,2015
Monaghan,14.29,85.71,14,116833.79,08,2015
Monaghan,18.42,81.58,38,127978.44,09,2015
Monaghan,0.0,100.0,31,111903.23,10,2015
Monaghan,12.12,87.88,33,122220.45,11,2015
Monaghan,27.78,72.22,54,105534.44,12,2015
Monaghan,10.71,89.29,28,127414.69,01,2016
Monaghan,0.0,100.0,26,100750.0,02,2016
Monaghan,2.13,97.87,47,87012.81,03,2016
Monaghan,6.67,93.33,30,107225.23,04,2016
Monaghan,12.0,88.0,25,140133.58,05,2016
Monaghan,4.44,95.56,45,100381.93,06,2016
Monaghan,6.45,93.55,31,133473.71,07,2016
Monaghan,10.71,89.29,28,122338.03,08,2016
Monaghan,10.0,90.0,30,98585.9,09,2016
Monaghan,17.24,82.76,29,130915.86,10,2016
Monaghan,15.0,85.0,40,153310.52,11,2016
Monaghan,7.55,92.45,53,127000.94,12,2016
Monaghan,9.38,90.62,32,119050.53,01,2017
Monaghan,14.63,85.37,41,127088.47,02,2017
Monaghan,15.22,84.78,46,129710.03,03,2017
Monaghan,16.13,83.87,31,124598.71,04,2017
Monaghan,2.94,97.06,34,113354.5,05,2017
Monaghan,5.41,94.59,37,199087.03,06,2017
Monaghan,19.44,80.56,36,109844.6,07,2017
Monaghan,11.11,88.89,18,169256.94,08,2017
Monaghan,10.26,89.74,39,147939.87,09,2017
Monaghan,14.49,85.51,69,125728.25,10,2017
Monaghan,10.0,90.0,40,119357.65,11,2017
Monaghan,7.84,92.16,51,178382.96,12,2017
Monaghan,2.78,97.22,36,136139.71,01,2018
Monaghan,0.0,100.0,17,147941.18,02,2018
Monaghan,6.06,93.94,33,153497.55,03,2018
Monaghan,8.82,91.18,34,146323.76,04,2018
Monaghan,16.67,83.33,24,143250.0,05,2018
Monaghan,25.0,75.0,28,155289.44,06,2018
Monaghan,24.39,75.61,41,180660.48,07,2018
Monaghan,3.03,96.97,33,149992.42,08,2018
Monaghan,4.0,96.0,25,186750.56,09,2018
Monaghan,6.25,93.75,32,151045.2,10,2018
Monaghan,0.0,100.0,85,109392.81,11,2018
Monaghan,6.82,93.18,44,146223.86,12,2018
Monaghan,10.0,90.0,10,170150.0,01,2019
Monaghan,0.0,100.0,21,118309.52,02,2019
Monaghan,0.0,100.0,39,163974.36,03,2019
Monaghan,2.7,97.3,37,149203.62,04,2019
Monaghan,11.11,88.89,36,134587.61,05,2019
Monaghan,15.62,84.38,32,137726.7,06,2019
Monaghan,0.0,100.0,38,144434.21,07,2019
Monaghan,5.26,94.74,19,144717.85,08,2019
Monaghan,3.12,96.88,32,143075.19,09,2019
Monaghan,5.13,94.87,39,154204.36,10,2019
Monaghan,5.41,94.59,37,141893.06,11,2019
Monaghan,16.0,84.0,50,203626.75,12,2019
Monaghan,10.34,89.66,29,175327.59,01,2020
Monaghan,4.0,96.0,25,108828.0,02,2020
Monaghan,7.32,92.68,41,147622.15,03,2020
Monaghan,4.0,96.0,25,118717.8,04,2020
Monaghan,13.04,86.96,23,138125.54,05,2020
Monaghan,3.85,96.15,26,123825.85,06,2020
Monaghan,7.14,92.86,28,176660.12,07,2020
Monaghan,5.56,94.44,18,138061.94,08,2020
Monaghan,2.27,97.73,44,133475.75,09,2020
Monaghan,9.38,90.62,32,170495.34,10,2020
Monaghan,21.62,78.38,37,263783.03,11,2020
Monaghan,5.26,94.74,38,164508.48,12,2020
Offaly,37.5,62.5,16,155340.72,01,2010
Offaly,0.0,100.0,11,177090.91,02,2010
Offaly,50.0,50.0,20,127120.21,03,2010
Offaly,26.32,73.68,19,193720.96,04,2010
Offaly,45.0,55.0,20,175493.06,05,2010
Offaly,25.93,74.07,27,155333.43,06,2010
Offaly,5.56,94.44,18,175875.0,07,2010
Offaly,27.27,72.73,22,184450.87,08,2010
Offaly,27.78,72.22,18,159890.87,09,2010
Offaly,23.33,76.67,30,143767.83,10,2010
Offaly,22.73,77.27,22,134060.62,11,2010
Offaly,5.0,95.0,20,153250.0,12,2010
Offaly,27.78,72.22,18,143434.65,01,2011
Offaly,28.57,71.43,14,144315.18,02,2011
Offaly,36.67,63.33,30,136813.94,03,2011
Offaly,0.0,100.0,16,132937.5,04,2011
Offaly,23.08,76.92,13,121734.33,05,2011
Offaly,0.0,100.0,11,127963.64,06,2011
Offaly,7.69,92.31,13,162679.38,07,2011
Offaly,16.67,83.33,18,136519.82,08,2011
Offaly,7.69,92.31,13,130324.77,09,2011
Offaly,6.25,93.75,16,97585.9,10,2011
Offaly,8.0,92.0,25,136649.83,11,2011
Offaly,34.78,65.22,23,127695.93,12,2011
Offaly,18.75,81.25,16,123228.15,01,2012
Offaly,15.0,85.0,20,165190.75,02,2012
Offaly,23.81,76.19,21,120475.0,03,2012
Offaly,10.53,89.47,19,113813.16,04,2012
Offaly,7.41,92.59,27,103487.62,05,2012
Offaly,7.14,92.86,14,128214.29,06,2012
Offaly,5.26,94.74,19,105052.63,07,2012
Offaly,12.0,88.0,25,153386.0,08,2012
Offaly,10.71,89.29,28,119709.25,09,2012
Offaly,9.09,90.91,33,112042.64,10,2012
Offaly,13.51,86.49,37,104160.72,11,2012
Offaly,10.26,89.74,39,118247.31,12,2012
Offaly,16.67,83.33,12,87266.67,01,2013
Offaly,7.41,92.59,27,113387.24,02,2013
Offaly,0.0,100.0,19,81936.84,03,2013
Offaly,11.11,88.89,18,103759.67,04,2013
Offaly,19.23,80.77,26,98629.54,05,2013
Offaly,4.0,96.0,25,122520.76,06,2013
Offaly,10.0,90.0,30,98201.97,07,2013
Offaly,11.11,88.89,27,116986.23,08,2013
Offaly,11.11,88.89,27,107193.51,09,2013
Offaly,12.9,87.1,31,96103.29,10,2013
Offaly,16.67,83.33,24,100793.96,11,2013
Offaly,29.51,70.49,61,89257.59,12,2013
Offaly,13.04,86.96,23,113277.66,01,2014
Offaly,12.0,88.0,25,105939.8,02,2014
Offaly,8.89,91.11,45,112511.11,03,2014
Offaly,16.67,83.33,36,128077.28,04,2014
Offaly,6.67,93.33,30,113804.63,05,2014
Offaly,2.86,97.14,35,106067.34,06,2014
Offaly,7.14,92.86,42,123955.78,07,2014
Offaly,2.56,97.44,39,142269.23,08,2014
Offaly,5.13,94.87,39,133955.64,09,2014
Offaly,17.65,82.35,51,114582.37,10,2014
Offaly,6.25,93.75,48,124729.52,11,2014
Offaly,6.67,93.33,90,107096.42,12,2014
Offaly,10.2,89.8,49,92991.84,01,2015
Offaly,33.33,66.67,48,100473.75,02,2015
Offaly,2.38,97.62,42,126063.67,03,2015
Offaly,0.0,100.0,32,96673.41,04,2015
Offaly,32.65,67.35,49,100340.55,05,2015
Offaly,5.45,94.55,55,108571.13,06,2015
Offaly,0.0,100.0,38,114907.89,07,2015
Offaly,5.41,94.59,37,112267.86,08,2015
Offaly,8.0,92.0,50,113690.0,09,2015
Offaly,2.27,97.73,44,118661.24,10,2015
Offaly,3.51,96.49,57,113163.67,11,2015
Offaly,0.0,100.0,80,124193.75,12,2015
Offaly,17.24,82.76,29,102871.38,01,2016
Offaly,0.0,100.0,41,99690.63,02,2016
Offaly,8.93,91.07,56,90961.16,03,2016
Offaly,0.0,100.0,41,146422.37,04,2016
Offaly,0.0,100.0,41,136804.88,05,2016
Offaly,1.92,98.08,52,122567.51,06,2016
Offaly,1.61,98.39,62,104762.18,07,2016
Offaly,7.5,92.5,40,114361.65,08,2016
Offaly,1.79,98.21,56,127883.93,09,2016
Offaly,3.77,96.23,53,118536.89,10,2016
Offaly,6.35,93.65,63,127609.22,11,2016
Offaly,3.41,96.59,88,114452.44,12,2016
Offaly,7.69,92.31,39,134239.69,01,2017
Offaly,6.38,93.62,47,147714.37,02,2017
Offaly,5.56,94.44,54,139989.41,03,2017
Offaly,8.06,91.94,62,108041.05,04,2017
Offaly,5.0,95.0,40,124197.18,05,2017
Offaly,12.68,87.32,71,150645.6,06,2017
Offaly,16.22,83.78,74,150752.73,07,2017
Offaly,26.53,73.47,49,133718.54,08,2017
Offaly,3.12,96.88,64,161508.16,09,2017
Offaly,7.27,92.73,55,141441.16,10,2017
Offaly,8.45,91.55,71,138256.71,11,2017
Offaly,4.55,95.45,66,160553.24,12,2017
Offaly,0.0,100.0,41,155262.2,01,2018
Offaly,8.06,91.94,62,145430.31,02,2018
Offaly,7.5,92.5,40,126440.17,03,2018
Offaly,11.32,88.68,53,153406.89,04,2018
Offaly,14.29,85.71,56,147625.52,05,2018
Offaly,2.56,97.44,39,160835.1,06,2018
Offaly,5.88,94.12,51,144310.94,07,2018
Offaly,1.67,98.33,60,179712.48,08,2018
Offaly,1.75,98.25,57,128371.17,09,2018
Offaly,3.51,96.49,57,181384.63,10,2018
Offaly,1.33,98.67,75,138753.64,11,2018
Offaly,1.45,98.55,69,157951.02,12,2018
Offaly,4.88,95.12,41,155028.42,01,2019
Offaly,3.92,96.08,51,166825.0,02,2019
Offaly,4.44,95.56,45,186561.91,03,2019
Offaly,13.73,86.27,51,151343.87,04,2019
Offaly,11.76,88.24,68,139377.34,05,2019
Offaly,12.0,88.0,50,149582.24,06,2019
Offaly,7.04,92.96,71,168963.96,07,2019
Offaly,5.26,94.74,57,170368.47,08,2019
Offaly,0.0,100.0,57,156526.11,09,2019
Offaly,9.23,90.77,65,167920.66,10,2019
Offaly,9.26,90.74,54,173918.5,11,2019
Offaly,4.55,95.45,88,144520.14,12,2019
Offaly,11.76,88.24,34,151279.62,01,2020
Offaly,11.32,88.68,53,158100.39,02,2020
Offaly,3.57,96.43,56,163689.11,03,2020
Offaly,13.64,86.36,44,192399.94,04,2020
Offaly,10.64,89.36,47,136275.56,05,2020
Offaly,14.29,85.71,35,154795.12,06,2020
Offaly,5.0,95.0,40,159868.03,07,2020
Offaly,10.26,89.74,39,183183.55,08,2020
Offaly,10.64,89.36,47,182492.32,09,2020
Offaly,4.84,95.16,62,164650.56,10,2020
Offaly,1.37,98.63,73,190559.19,11,2020
Offaly,8.41,91.59,107,164994.95,12,2020
Roscommon,47.06,52.94,17,133354.37,01,2010
Roscommon,48.0,52.0,25,140039.37,02,2010
Roscommon,38.89,61.11,18,150774.86,03,2010
Roscommon,31.58,68.42,19,130083.03,04,2010
Roscommon,9.09,90.91,22,126754.09,05,2010
Roscommon,37.04,62.96,27,135924.53,06,2010
Roscommon,40.74,59.26,27,167271.11,07,2010
Roscommon,33.33,66.67,27,141081.26,08,2010
Roscommon,30.77,69.23,26,137658.82,09,2010
Roscommon,39.13,60.87,23,139476.55,10,2010
Roscommon,16.0,84.0,25,124038.69,11,2010
Roscommon,24.14,75.86,29,126266.15,12,2010
Roscommon,36.36,63.64,11,137712.5,01,2011
Roscommon,16.67,75.0,12,111875.0,02,2011
Roscommon,47.06,52.94,17,139847.27,03,2011
Roscommon,8.33,91.67,12,106125.51,04,2011
Roscommon,16.0,84.0,25,107370.43,05,2011
Roscommon,15.38,84.62,26,115332.04,06,2011
Roscommon,30.0,70.0,20,111277.55,07,2011
Roscommon,0.0,100.0,17,122864.71,08,2011
Roscommon,13.64,86.36,22,104848.41,09,2011
Roscommon,9.09,90.91,22,80063.0,10,2011
Roscommon,17.39,82.61,23,97217.26,11,2011
Roscommon,7.69,92.31,26,80734.59,12,2011
Roscommon,13.33,86.67,15,94183.33,01,2012
Roscommon,22.22,77.78,18,73737.92,02,2012
Roscommon,6.67,93.33,15,173602.33,03,2012
Roscommon,4.17,95.83,24,68461.54,04,2012
Roscommon,4.0,96.0,25,76309.6,05,2012
Roscommon,13.33,86.67,30,99488.4,06,2012
Roscommon,17.95,82.05,39,86488.77,07,2012
Roscommon,23.68,76.32,38,74603.76,08,2012
Roscommon,7.41,92.59,27,87292.61,09,2012
Roscommon,26.83,73.17,41,77139.97,10,2012
Roscommon,19.44,80.56,36,79121.81,11,2012
Roscommon,18.87,81.13,53,96652.45,12,2012
Roscommon,28.57,71.43,28,76685.22,01,2013
Roscommon,24.14,75.86,29,98471.45,02,2013
Roscommon,19.35,80.65,31,73547.55,03,2013
Roscommon,12.5,87.5,32,72337.69,04,2013
Roscommon,19.23,80.77,52,75387.63,05,2013
Roscommon,24.24,75.76,33,105516.15,06,2013
Roscommon,17.39,82.61,46,80625.67,07,2013
Roscommon,24.14,75.86,58,70859.5,08,2013
Roscommon,19.61,80.39,51,78390.66,09,2013
Roscommon,4.44,95.56,45,68901.57,10,2013
Roscommon,20.0,80.0,35,48227.14,11,2013
Roscommon,29.49,70.51,78,80999.29,12,2013
Roscommon,15.38,84.62,26,64213.85,01,2014
Roscommon,10.53,89.47,38,81468.74,02,2014
Roscommon,9.62,90.38,52,71531.07,03,2014
Roscommon,15.09,84.91,53,73458.45,04,2014
Roscommon,27.08,72.92,48,70605.19,05,2014
Roscommon,14.29,85.71,35,84761.66,06,2014
Roscommon,4.88,95.12,41,78016.61,07,2014
Roscommon,10.26,89.74,39,92012.82,08,2014
Roscommon,9.52,90.48,42,67250.19,09,2014
Roscommon,25.76,74.24,66,64650.09,10,2014
Roscommon,4.26,95.74,47,71244.57,11,2014
Roscommon,15.66,84.34,83,81628.37,12,2014
Roscommon,2.17,97.83,46,79704.61,01,2015
Roscommon,7.69,92.31,52,76097.17,02,2015
Roscommon,5.71,94.29,35,80400.0,03,2015
Roscommon,7.84,92.16,51,78991.27,04,2015
Roscommon,26.53,73.47,98,69581.72,05,2015
Roscommon,7.14,92.86,70,77427.11,06,2015
Roscommon,8.93,91.07,56,74494.11,07,2015
Roscommon,9.3,90.7,43,100289.98,08,2015
Roscommon,7.69,92.31,52,97156.7,09,2015
Roscommon,3.12,96.88,64,101642.23,10,2015
Roscommon,8.45,91.55,71,82587.59,11,2015
Roscommon,17.65,82.35,85,73495.1,12,2015
Roscommon,7.5,92.5,40,77111.61,01,2016
Roscommon,11.11,88.89,54,82207.46,02,2016
Roscommon,12.5,87.5,40,80849.5,03,2016
Roscommon,6.67,93.33,60,113396.15,04,2016
Roscommon,2.7,97.3,37,82307.81,05,2016
Roscommon,10.42,89.58,48,94179.6,06,2016
Roscommon,10.45,89.55,67,107989.06,07,2016
Roscommon,14.58,85.42,48,83869.35,08,2016
Roscommon,13.33,86.67,75,85532.85,09,2016
Roscommon,7.41,92.59,54,93462.22,10,2016
Roscommon,11.43,88.57,70,98604.17,11,2016
Roscommon,11.96,88.04,92,88267.87,12,2016
Roscommon,6.38,93.62,47,108469.85,01,2017
Roscommon,23.08,76.92,39,115298.83,02,2017
Roscommon,8.77,91.23,57,99831.53,03,2017
Roscommon,4.26,95.74,47,95182.98,04,2017
Roscommon,12.16,87.84,74,116584.19,05,2017
Roscommon,8.2,91.8,61,93025.54,06,2017
Roscommon,3.12,96.88,64,127329.0,07,2017
Roscommon,4.84,95.16,62,95629.21,08,2017
Roscommon,11.76,88.24,85,97734.99,09,2017
Roscommon,0.0,100.0,52,120038.46,10,2017
Roscommon,11.67,88.33,60,128139.73,11,2017
Roscommon,4.55,95.45,88,105680.14,12,2017
Roscommon,11.63,88.37,43,162605.3,01,2018
Roscommon,22.22,77.78,72,106056.72,02,2018
Roscommon,5.56,94.44,54,111918.56,03,2018
Roscommon,9.23,90.77,65,121129.31,04,2018
Roscommon,5.71,94.29,70,94242.9,05,2018
Roscommon,7.79,92.21,77,106802.35,06,2018
Roscommon,6.85,93.15,73,131185.15,07,2018
Roscommon,18.29,81.71,82,91010.37,08,2018
Roscommon,19.32,80.68,88,118438.31,09,2018
Roscommon,11.76,88.24,85,122611.73,10,2018
Roscommon,12.9,87.1,93,115554.75,11,2018
Roscommon,3.95,96.05,76,121592.84,12,2018
Roscommon,6.38,93.62,47,123280.57,01,2019
Roscommon,3.23,96.77,62,134935.03,02,2019
Roscommon,14.08,85.92,71,120958.32,03,2019
Roscommon,6.25,93.75,64,120679.79,04,2019
Roscommon,8.93,91.07,56,144112.26,05,2019
Roscommon,7.69,92.31,52,116313.88,06,2019
Roscommon,4.17,95.83,72,123477.36,07,2019
Roscommon,1.27,98.73,79,125616.03,08,2019
Roscommon,10.77,89.23,65,138143.95,09,2019
Roscommon,4.29,95.71,70,118187.91,10,2019
Roscommon,1.61,98.39,62,124808.02,11,2019
Roscommon,5.41,94.59,111,121315.44,12,2019
Roscommon,1.79,98.21,56,108214.29,01,2020
Roscommon,3.51,96.49,57,108043.23,02,2020
Roscommon,10.14,89.86,69,131049.89,03,2020
Roscommon,11.11,88.89,36,104954.36,04,2020
Roscommon,6.82,93.18,44,119716.21,05,2020
Roscommon,7.69,92.31,39,105029.31,06,2020
Roscommon,3.45,96.55,58,111268.97,07,2020
Roscommon,4.0,96.0,50,125895.04,08,2020
Roscommon,6.56,93.44,61,122523.07,09,2020
Roscommon,7.14,92.86,84,151766.87,10,2020
Roscommon,7.87,92.13,89,122773.63,11,2020
Roscommon,5.38,94.62,93,114542.29,12,2020
Sligo,33.33,66.67,15,160376.46,01,2010
Sligo,37.5,62.5,16,187846.47,02,2010
Sligo,22.73,77.27,22,189868.03,03,2010
Sligo,37.14,62.86,35,155461.15,04,2010
Sligo,53.12,46.88,32,145711.57,05,2010
Sligo,35.0,65.0,20,175939.03,06,2010
Sligo,13.64,86.36,22,150940.98,07,2010
Sligo,35.71,64.29,14,192012.88,08,2010
Sligo,28.26,71.74,46,157711.57,09,2010
Sligo,52.0,48.0,25,184115.7,10,2010
Sligo,30.0,70.0,40,159490.36,11,2010
Sligo,36.36,63.64,33,144448.96,12,2010
Sligo,25.0,75.0,12,500318.29,01,2011
Sligo,0.0,100.0,10,183780.0,02,2011
Sligo,11.11,88.89,27,123018.52,03,2011
Sligo,14.29,85.71,7,134285.71,04,2011
Sligo,14.29,85.71,7,106714.29,05,2011
Sligo,31.58,68.42,19,135408.8,06,2011
Sligo,27.78,72.22,18,117393.77,07,2011
Sligo,31.58,68.42,19,131336.37,08,2011
Sligo,23.33,76.67,30,109711.41,09,2011
Sligo,9.09,90.91,33,271453.31,10,2011
Sligo,8.33,91.67,24,121431.55,11,2011
Sligo,22.22,77.78,27,140079.3,12,2011
Sligo,0.0,100.0,21,106071.43,01,2012
Sligo,21.05,78.95,19,95785.89,02,2012
Sligo,27.78,72.22,18,124455.28,03,2012
Sligo,3.7,96.3,27,104690.37,04,2012
Sligo,8.33,91.67,24,99927.08,05,2012
Sligo,16.67,83.33,30,121216.67,06,2012
Sligo,15.0,85.0,40,133458.16,07,2012
Sligo,28.57,71.43,35,90231.78,08,2012
Sligo,16.67,83.33,18,151576.06,09,2012
Sligo,3.23,96.77,31,134775.35,10,2012
Sligo,22.81,77.19,57,101561.43,11,2012
Sligo,14.29,85.71,56,112084.62,12,2012
Sligo,17.65,82.35,17,111280.24,01,2013
Sligo,3.7,96.3,27,81592.59,02,2013
Sligo,10.34,89.66,29,78213.79,03,2013
Sligo,8.33,91.67,24,143354.17,04,2013
Sligo,23.08,76.92,39,107761.31,05,2013
Sligo,18.92,81.08,37,99806.79,06,2013
Sligo,22.5,77.5,40,129043.05,07,2013
Sligo,17.86,82.14,28,96572.49,08,2013
Sligo,5.56,94.44,36,110200.53,09,2013
Sligo,10.26,89.74,39,110976.71,10,2013
Sligo,14.71,85.29,34,110722.67,11,2013
Sligo,30.56,69.44,72,118132.32,12,2013
Sligo,23.08,76.92,39,113047.61,01,2014
Sligo,18.18,81.82,44,122264.52,02,2014
Sligo,9.38,90.62,32,151770.91,03,2014
Sligo,9.3,90.7,43,111775.35,04,2014
Sligo,10.64,89.36,47,102023.94,05,2014
Sligo,22.41,77.59,58,112923.35,06,2014
Sligo,11.25,88.75,80,116710.29,07,2014
Sligo,19.3,80.7,57,125849.24,08,2014
Sligo,15.09,84.91,53,101101.79,09,2014
Sligo,10.29,89.71,68,136421.85,10,2014
Sligo,11.48,88.52,61,111607.48,11,2014
Sligo,21.49,78.51,121,104254.62,12,2014
Sligo,17.65,82.35,51,113681.8,01,2015
Sligo,25.0,75.0,52,108237.52,02,2015
Sligo,13.85,86.15,65,124676.6,03,2015
Sligo,12.7,87.3,63,111025.41,04,2015
Sligo,20.63,79.37,63,118880.09,05,2015
Sligo,4.92,95.08,61,115006.27,06,2015
Sligo,9.21,90.79,76,124327.91,07,2015
Sligo,5.41,94.59,37,122283.78,08,2015
Sligo,2.38,97.62,42,134129.76,09,2015
Sligo,16.67,83.33,60,167262.55,10,2015
Sligo,2.56,97.44,39,122256.41,11,2015
Sligo,3.33,96.67,60,130335.0,12,2015
Sligo,6.82,93.18,44,149450.72,01,2016
Sligo,9.8,90.2,51,111581.14,02,2016
Sligo,13.33,86.67,45,102838.83,03,2016
Sligo,14.71,85.29,68,96502.03,04,2016
Sligo,16.67,83.33,102,63408.78,05,2016
Sligo,3.12,96.88,64,99429.06,06,2016
Sligo,8.57,91.43,70,119168.47,07,2016
Sligo,10.0,90.0,60,132503.55,08,2016
Sligo,4.92,95.08,61,119805.3,09,2016
Sligo,16.18,83.82,68,159458.99,10,2016
Sligo,18.29,81.71,82,117576.9,11,2016
Sligo,11.11,88.89,72,154298.15,12,2016
Sligo,7.32,92.68,41,126855.65,01,2017
Sligo,9.8,90.2,51,127804.21,02,2017
Sligo,6.12,93.88,49,125307.42,03,2017
Sligo,3.77,96.23,53,117334.91,04,2017
Sligo,4.05,95.95,74,143910.06,05,2017
Sligo,7.94,92.06,63,137872.55,06,2017
Sligo,10.34,89.66,58,143738.26,07,2017
Sligo,11.76,88.24,51,129294.72,08,2017
Sligo,2.78,97.22,72,150901.19,09,2017
Sligo,24.0,76.0,100,130420.37,10,2017
Sligo,3.61,96.39,83,146703.3,11,2017
Sligo,27.06,72.94,85,135547.31,12,2017
Sligo,10.91,89.09,55,125444.58,01,2018
Sligo,9.84,90.16,61,152217.46,02,2018
Sligo,11.11,88.89,54,173817.43,03,2018
Sligo,12.73,87.27,55,113826.61,04,2018
Sligo,12.28,87.72,57,110395.9,05,2018
Sligo,12.5,87.5,56,139060.06,06,2018
Sligo,6.32,93.68,95,135856.16,07,2018
Sligo,5.75,94.25,87,175388.76,08,2018
Sligo,12.12,87.88,66,153886.96,09,2018
Sligo,16.16,83.84,99,152242.89,10,2018
Sligo,6.25,93.75,96,134508.55,11,2018
Sligo,7.45,92.55,161,123525.92,12,2018
Sligo,12.5,87.5,40,163759.58,01,2019
Sligo,7.04,92.96,71,123878.92,02,2019
Sligo,20.63,79.37,63,162342.17,03,2019
Sligo,11.67,88.33,60,141020.09,04,2019
Sligo,13.56,86.44,59,152002.58,05,2019
Sligo,9.23,90.77,65,121363.75,06,2019
Sligo,13.7,86.3,73,163649.34,07,2019
Sligo,13.33,86.67,60,183953.44,08,2019
Sligo,23.77,76.23,122,108456.85,09,2019
Sligo,7.41,92.59,81,176162.48,10,2019
Sligo,11.9,88.1,84,170239.78,11,2019
Sligo,4.35,95.65,92,150516.47,12,2019
Sligo,5.0,95.0,60,134320.59,01,2020
Sligo,4.88,95.12,41,130368.41,02,2020
Sligo,5.88,94.12,85,131792.01,03,2020
Sligo,10.53,89.47,38,155066.56,04,2020
Sligo,0.0,100.0,31,125751.61,05,2020
Sligo,10.26,89.74,39,151362.79,06,2020
Sligo,0.0,100.0,36,155331.81,07,2020
Sligo,5.0,95.0,40,142760.82,08,2020
Sligo,1.85,98.15,54,157147.25,09,2020
Sligo,3.17,96.83,63,148851.37,10,2020
Sligo,4.23,95.77,71,166538.13,11,2020
Sligo,4.27,95.73,117,152948.67,12,2020
Tipperary,19.35,80.65,31,157205.4,01,2010
Tipperary,17.78,82.22,45,151179.53,02,2010
Tipperary,31.71,68.29,41,176620.18,03,2010
Tipperary,25.53,74.47,47,167006.99,04,2010
Tipperary,23.53,76.47,34,151102.37,05,2010
